date,n,ct
2013-05-24,172,94468
2013-05-25,114,94582
2013-05-26,103,94685
2013-05-27,127,94812
2013-05-28,221,95033
2013-05-29,216,95249
2013-05-30,253,95502
2013-05-31,217,95719
2013-06-01,242,95961
2013-06-02,205,96166
2013-06-03,234,96400
2013-06-04,228,96628
2013-06-05,216,96844
2013-06-06,180,97024
2013-06-07,146,97170
2013-06-08,663,97833
2013-06-09,451,98284
2013-06-10,555,98839
2013-06-11,456,99295
2013-06-12,445,99740
2013-06-13,403,100143
2013-06-14,361,100504
2013-06-15,367,100871
2013-06-16,483,101354
2013-06-17,498,101852
2013-06-18,198,102050
2013-06-19,153,102203
2013-06-20,147,102350
2013-06-21,104,102454
2013-06-22,90,102544
2013-06-23,89,102633
2013-06-24,137,102770
2013-06-25,147,102917
2013-06-26,171,103088
2013-06-27,147,103235
2013-06-28,123,103358
2013-06-29,86,103444
2013-06-30,88,103532
2013-07-01,137,103669
2013-07-02,110,103779
2013-07-03,125,103904
2013-07-04,113,104017
2013-07-05,84,104101
2013-07-06,68,104169
2013-07-07,75,104244
2013-07-08,131,104375
2013-07-09,139,104514
2013-07-10,112,104626
2013-07-11,153,104779
2013-07-12,142,104921
2013-07-13,89,105010
2013-07-14,85,105095
2013-07-15,123,105218
2013-07-16,124,105342
2013-07-17,147,105489
2013-07-18,171,105660
2013-07-19,140,105800
2013-07-20,94,105894
2013-07-21,87,105981
2013-07-22,121,106102
2013-07-23,118,106220
2013-07-24,124,106344
2013-07-25,113,106457
2013-07-26,122,106579
2013-07-27,86,106665
2013-07-28,91,106756
2013-07-29,132,106888
2013-07-30,126,107014
2013-07-31,127,107141
2013-08-01,114,107255
2013-08-02,111,107366
2013-08-03,63,107429
2013-08-04,49,107478
2013-08-05,110,107588
2013-08-06,169,107757
2013-08-07,175,107932
2013-08-08,133,108065
2013-08-09,107,108172
2013-08-10,93,108265
2013-08-11,80,108345
2013-08-12,132,108477
2013-08-13,114,108591
2013-08-14,119,108710
2013-08-15,160,108870
2013-08-16,135,109005
2013-08-17,71,109076
2013-08-18,83,109159
2013-08-19,145,109304
2013-08-20,154,109458
2013-08-21,152,109610
2013-08-22,136,109746
2013-08-23,122,109868
2013-08-24,104,109972
2013-08-25,93,110065
2013-08-26,152,110217
2013-08-27,114,110331
2013-08-28,138,110469
2013-08-29,143,110612
2013-08-30,331,110943
2013-08-31,528,111471
2013-09-01,345,111816
2013-09-02,228,112044
2013-09-03,220,112264
2013-09-04,248,112512
2013-09-05,186,112698
2013-09-06,176,112874
2013-09-07,112,112986
2013-09-08,118,113104
2013-09-09,188,113292
2013-09-10,195,113487
2013-09-11,182,113669
2013-09-12,218,113887
2013-09-13,190,114077
2013-09-14,125,114202
2013-09-15,128,114330
2013-09-16,220,114550
2013-09-17,210,114760
2013-09-18,213,114973
2013-09-19,191,115164
2013-09-20,165,115329
2013-09-21,138,115467
2013-09-22,149,115616
2013-09-23,223,115839
2013-09-24,195,116034
2013-09-25,280,116314
2013-09-26,289,116603
2013-09-27,208,116811
2013-09-28,146,116957
2013-09-29,160,117117
2013-09-30,212,117329
2013-10-01,261,117590
2013-10-02,221,117811
2013-10-03,208,118019
2013-10-04,203,118222
2013-10-05,110,118332
2013-10-06,150,118482
2013-10-07,202,118684
2013-10-08,209,118893
2013-10-09,184,119077
2013-10-10,167,119244
2013-10-11,174,119418
2013-10-12,124,119542
2013-10-13,138,119680
2013-10-14,207,119887
2013-10-15,231,120118
2013-10-16,239,120357
2013-10-17,234,120591
2013-10-18,249,120840
2013-10-19,158,120998
2013-10-20,153,121151
2013-10-21,259,121410
2013-10-22,230,121640
2013-10-23,211,121851
2013-10-24,214,122065
2013-10-25,186,122251
2013-10-26,101,122352
2013-10-27,150,122502
2013-10-28,253,122755
2013-10-29,223,122978
2013-10-30,199,123177
2013-10-31,179,123356
2013-11-01,163,123519
2013-11-02,129,123648
2013-11-03,142,123790
2013-11-04,210,124000
2013-11-05,229,124229
2013-11-06,254,124483
2013-11-07,196,124679
2013-11-08,201,124880
2013-11-09,144,125024
2013-11-10,175,125199
2013-11-11,234,125433
2013-11-12,239,125672
2013-11-13,220,125892
2013-11-14,269,126161
2013-11-15,237,126398
2013-11-16,142,126540
2013-11-17,193,126733
2013-11-18,257,126990
2013-11-19,331,127321
2013-11-20,237,127558
2013-11-21,220,127778
2013-11-22,211,127989
2013-11-23,114,128103
2013-11-24,137,128240
2013-11-25,203,128443
2013-11-26,257,128700
2013-11-27,255,128955
2013-11-28,200,129155
2013-11-29,178,129333
2013-11-30,156,129489
2013-12-01,152,129641
2013-12-02,244,129885
2013-12-03,205,130090
2013-12-04,235,130325
2013-12-05,196,130521
2013-12-06,194,130715
2013-12-07,138,130853
2013-12-08,137,130990
2013-12-09,222,131212
2013-12-10,212,131424
2013-12-11,249,131673
2013-12-12,253,131926
2013-12-13,178,132104
2013-12-14,114,132218
2013-12-15,125,132343
2013-12-16,169,132512
2013-12-17,188,132700
2013-12-18,170,132870
2013-12-19,267,133137
2013-12-20,238,133375
2013-12-21,122,133497
2013-12-22,95,133592
2013-12-23,146,133738
2013-12-24,106,133844
2013-12-25,100,133944
2013-12-26,1581,135525
2013-12-27,631,136156
2013-12-28,241,136397
2013-12-29,205,136602
2013-12-30,216,136818
2013-12-31,171,136989
2014-01-01,124,137113
2014-01-02,194,137307
2014-01-03,231,137538
2014-01-04,123,137661
2014-01-05,136,137797
2014-01-06,188,137985
2014-01-07,221,138206
2014-01-08,233,138439
2014-01-09,242,138681
2014-01-10,205,138886
2014-01-11,153,139039
2014-01-12,130,139169
2014-01-13,186,139355
2014-01-14,239,139594
2014-01-15,199,139793
2014-01-16,235,140028
2014-01-17,185,140213
2014-01-18,144,140357
2014-01-19,142,140499
2014-01-20,258,140757
2014-01-21,243,141000
2014-01-22,219,141219
2014-01-23,242,141461
2014-01-24,211,141672
2014-01-25,176,141848
2014-01-26,146,141994
2014-01-27,254,142248
2014-01-28,239,142487
2014-01-29,233,142720
2014-01-30,250,142970
2014-01-31,295,143265
2014-02-01,153,143418
2014-02-02,154,143572
2014-02-03,243,143815
2014-02-04,237,144052
2014-02-05,297,144349
2014-02-06,325,144674
2014-02-07,253,144927
2014-02-08,210,145137
2014-02-09,182,145319
2014-02-10,322,145641
2014-02-11,355,145996
2014-02-12,344,146340
2014-02-13,243,146583
2014-02-14,277,146860
2014-02-15,146,147006
2014-02-16,154,147160
2014-02-17,259,147419
2014-02-18,319,147738
2014-02-19,316,148054
2014-02-20,269,148323
2014-02-21,252,148575
2014-02-22,174,148749
2014-02-23,209,148958
2014-02-24,309,149267
2014-02-25,322,149589
2014-02-26,360,149949
2014-02-27,333,150282
2014-02-28,283,150565
2014-03-01,199,150764
2014-03-02,167,150931
2014-03-03,292,151223
2014-03-04,335,151558
2014-03-05,284,151842
2014-03-06,298,152140
2014-03-07,281,152421
2014-03-08,213,152634
2014-03-09,260,152894
2014-03-10,373,153267
2014-03-11,316,153583
2014-03-12,283,153866
2014-03-13,289,154155
2014-03-14,266,154421
2014-03-15,174,154595
2014-03-16,194,154789
2014-03-17,311,155100
2014-03-18,277,155377
2014-03-19,444,155821
2014-03-20,421,156242
2014-03-21,192,156434
2014-03-22,124,156558
2014-03-23,183,156741
2014-03-24,311,157052
2014-03-25,331,157383
2014-03-26,239,157622
2014-03-27,253,157875
2014-03-28,229,158104
2014-03-29,175,158279
2014-03-30,167,158446
2014-03-31,252,158698
2014-04-01,312,159010
2014-04-02,272,159282
2014-04-03,270,159552
2014-04-04,253,159805
2014-04-05,165,159970
2014-04-06,147,160117
2014-04-07,262,160379
2014-04-08,581,160960
2014-04-09,456,161416
2014-04-10,406,161822
2014-04-11,376,162198
2014-04-12,315,162513
2014-04-13,357,162870
2014-04-14,459,163329
2014-04-15,372,163701
2014-04-16,318,164019
2014-04-17,324,164343
2014-04-18,257,164600
2014-04-19,201,164801
2014-04-20,235,165036
2014-04-21,354,165390
2014-04-22,332,165722
2014-04-23,323,166045
2014-04-24,294,166339
2014-04-25,235,166574
2014-04-26,181,166755
2014-04-27,178,166933
2014-04-28,285,167218
2014-04-29,320,167538
2014-04-30,319,167857
2014-05-01,226,168083
2014-05-02,256,168339
2014-05-03,149,168488
2014-05-04,166,168654
2014-05-05,246,168900
2014-05-06,270,169170
2014-05-07,249,169419
2014-05-08,233,169652
2014-05-09,211,169863
2014-05-10,133,169996
2014-05-11,162,170158
2014-05-12,228,170386
2014-05-13,349,170735
2014-05-14,302,171037
2014-05-15,252,171289
2014-05-16,230,171519
2014-05-17,196,171715
2014-05-18,188,171903
2014-05-19,274,172177
2014-05-20,388,172565
2014-05-21,531,173096
2014-05-22,477,173573
2014-05-23,354,173927
2014-05-24,227,174154
2014-05-25,168,174322
2014-05-26,248,174570
2014-05-27,272,174842
2014-05-28,321,175163
2014-05-29,258,175421
2014-05-30,217,175638
2014-05-31,154,175792
2014-06-01,148,175940
2014-06-02,316,176256
2014-06-03,332,176588
2014-06-04,281,176869
2014-06-05,260,177129
2014-06-06,215,177344
2014-06-07,161,177505
2014-06-08,214,177719
2014-06-09,332,178051
2014-06-10,292,178343
2014-06-11,306,178649
2014-06-12,235,178884
2014-06-13,225,179109
2014-06-14,169,179278
2014-06-15,147,179425
2014-06-16,210,179635
2014-06-17,256,179891
2014-06-18,246,180137
2014-06-19,229,180366
2014-06-20,213,180579
2014-06-21,133,180712
2014-06-22,141,180853
2014-06-23,240,181093
2014-06-24,273,181366
2014-06-25,257,181623
2014-06-26,274,181897
2014-06-27,246,182143
2014-06-28,149,182292
2014-06-29,149,182441
2014-06-30,219,182660
2014-07-01,244,182904
2014-07-02,292,183196
2014-07-03,218,183414
2014-07-04,206,183620
2014-07-05,127,183747
2014-07-06,131,183878
2014-07-07,289,184167
2014-07-08,507,184674
2014-07-09,321,184995
2014-07-10,316,185311
2014-07-11,303,185614
2014-07-12,182,185796
2014-07-13,117,185913
2014-07-14,259,186172
2014-07-15,296,186468
2014-07-16,277,186745
2014-07-17,238,186983
2014-07-18,205,187188
2014-07-19,140,187328
2014-07-20,114,187442
2014-07-21,242,187684
2014-07-22,272,187956
2014-07-23,200,188156
2014-07-24,219,188375
2014-07-25,210,188585
2014-07-26,132,188717
2014-07-27,132,188849
2014-07-28,251,189100
2014-07-29,236,189336
2014-07-30,241,189577
2014-07-31,539,190116
2014-08-01,337,190453
2014-08-02,256,190709
2014-08-03,251,190960
2014-08-04,415,191375
2014-08-05,330,191705
2014-08-06,317,192022
2014-08-07,292,192314
2014-08-08,235,192549
2014-08-09,208,192757
2014-08-10,201,192958
2014-08-11,290,193248
2014-08-12,319,193567
2014-08-13,256,193823
2014-08-14,281,194104
2014-08-15,211,194315
2014-08-16,189,194504
2014-08-17,157,194661
2014-08-18,327,194988
2014-08-19,398,195386
2014-08-20,410,195796
2014-08-21,313,196109
2014-08-22,280,196389
2014-08-23,190,196579
2014-08-24,227,196806
2014-08-25,329,197135
2014-08-26,393,197528
2014-08-27,344,197872
2014-08-28,344,198216
2014-08-29,281,198497
2014-08-30,236,198733
2014-08-31,256,198989
2014-09-01,268,199257
2014-09-02,324,199581
2014-09-03,326,199907
2014-09-04,324,200231
2014-09-05,291,200522
2014-09-06,237,200759
2014-09-07,251,201010
2014-09-08,319,201329
2014-09-09,324,201653
2014-09-10,331,201984
2014-09-11,365,202349
2014-09-12,324,202673
2014-09-13,187,202860
2014-09-14,229,203089
2014-09-15,325,203414
2014-09-16,342,203756
2014-09-17,422,204178
2014-09-18,321,204499
2014-09-19,395,204894
2014-09-20,231,205125
2014-09-21,231,205356
2014-09-22,455,205811
2014-09-23,374,206185
2014-09-24,304,206489
2014-09-25,351,206840
2014-09-26,336,207176
2014-09-27,227,207403
2014-09-28,267,207670
2014-09-29,411,208081
2014-09-30,415,208496
2014-10-01,357,208853
2014-10-02,382,209235
2014-10-03,289,209524
2014-10-04,200,209724
2014-10-05,201,209925
2014-10-06,295,210220
2014-10-07,347,210567
2014-10-08,323,210890
2014-10-09,349,211239
2014-10-10,320,211559
2014-10-11,233,211792
2014-10-12,238,212030
2014-10-13,327,212357
2014-10-14,342,212699
2014-10-15,338,213037
2014-10-16,336,213373
2014-10-17,327,213700
2014-10-18,235,213935
2014-10-19,204,214139
2014-10-20,381,214520
2014-10-21,343,214863
2014-10-22,348,215211
2014-10-23,291,215502
2014-10-24,243,215745
2014-10-25,212,215957
2014-10-26,266,216223
2014-10-27,377,216600
2014-10-28,332,216932
2014-10-29,359,217291
2014-10-30,359,217650
2014-10-31,312,217962
2014-11-01,224,218186
2014-11-02,236,218422
2014-11-03,392,218814
2014-11-04,405,219219
2014-11-05,327,219546
2014-11-06,396,219942
2014-11-07,298,220240
2014-11-08,213,220453
2014-11-09,302,220755
2014-11-10,446,221201
2014-11-11,391,221592
2014-11-12,406,221998
2014-11-13,357,222355
2014-11-14,426,222781
2014-11-15,254,223035
2014-11-16,292,223327
2014-11-17,400,223727
2014-11-18,370,224097
2014-11-19,380,224477
2014-11-20,402,224879
2014-11-21,349,225228
2014-11-22,216,225444
2014-11-23,252,225696
2014-11-24,360,226056
2014-11-25,434,226490
2014-11-26,387,226877
2014-11-27,335,227212
2014-11-28,267,227479
2014-11-29,230,227709
2014-11-30,285,227994
2014-12-01,398,228392
2014-12-02,403,228795
2014-12-03,425,229220
2014-12-04,369,229589
2014-12-05,398,229987
2014-12-06,314,230301
2014-12-07,326,230627
2014-12-08,408,231035
2014-12-09,414,231449
2014-12-10,378,231827
2014-12-11,336,232163
2014-12-12,334,232497
2014-12-13,255,232752
2014-12-14,241,232993
2014-12-15,411,233404
2014-12-16,500,233904
2014-12-17,476,234380
2014-12-18,452,234832
2014-12-19,351,235183
2014-12-20,228,235411
2014-12-21,243,235654
2014-12-22,334,235988
2014-12-23,355,236343
2014-12-24,267,236610
2014-12-25,205,236815
2014-12-26,197,237012
2014-12-27,184,237196
2014-12-28,216,237412
2014-12-29,283,237695
2014-12-30,272,237967
2014-12-31,203,238170
2015-01-01,193,238363
2015-01-02,254,238617
2015-01-03,231,238848
2015-01-04,218,239066
2015-01-05,377,239443
2015-01-06,343,239786
2015-01-07,333,240119
2015-01-08,348,240467
2015-01-09,315,240782
2015-01-10,266,241048
2015-01-11,239,241287
2015-01-12,387,241674
2015-01-13,353,242027
2015-01-14,337,242364
2015-01-15,368,242732
2015-01-16,347,243079
2015-01-17,229,243308
2015-01-18,236,243544
2015-01-19,377,243921
2015-01-20,393,244314
2015-01-21,409,244723
2015-01-22,399,245122
2015-01-23,381,245503
2015-01-24,246,245749
2015-01-25,271,246020
2015-01-26,350,246370
2015-01-27,430,246800
2015-01-28,408,247208
2015-01-29,399,247607
2015-01-30,458,248065
2015-01-31,315,248380
2015-02-01,335,248715
2015-02-02,428,249143
2015-02-03,532,249675
2015-02-04,526,250201
2015-02-05,459,250660
2015-02-06,428,251088
2015-02-07,289,251377
2015-02-08,352,251729
2015-02-09,563,252292
2015-02-10,617,252909
2015-02-11,485,253394
2015-02-12,426,253820
2015-02-13,444,254264
2015-02-14,251,254515
2015-02-15,280,254795
2015-02-16,453,255248
2015-02-17,444,255692
2015-02-18,443,256135
2015-02-19,519,256654
2015-02-20,484,257138
2015-02-21,380,257518
2015-02-22,417,257935
2015-02-23,582,258517
2015-02-24,643,259160
2015-02-25,614,259774
2015-02-26,528,260302
2015-02-27,489,260791
2015-02-28,386,261177
2015-03-01,375,261552
2015-03-02,535,262087
2015-03-03,542,262629
2015-03-04,495,263124
2015-03-05,576,263700
2015-03-06,498,264198
2015-03-07,303,264501
2015-03-08,336,264837
2015-03-09,542,265379
2015-03-10,592,265971
2015-03-11,554,266525
2015-03-12,552,267077
2015-03-13,502,267579
2015-03-14,337,267916
2015-03-15,336,268252
2015-03-16,570,268822
2015-03-17,657,269479
2015-03-18,667,270146
2015-03-19,708,270854
2015-03-20,572,271426
2015-03-21,430,271856
2015-03-22,459,272315
2015-03-23,820,273135
2015-03-24,904,274039
2015-03-25,668,274707
2015-03-26,620,275327
2015-03-27,640,275967
2015-03-28,463,276430
2015-03-29,423,276853
2015-03-30,655,277508
2015-03-31,650,278158
2015-04-01,682,278840
2015-04-02,667,279507
2015-04-03,524,280031
2015-04-04,398,280429
2015-04-05,403,280832
2015-04-06,576,281408
2015-04-07,1139,282547
2015-04-08,988,283535
2015-04-09,950,284485
2015-04-10,820,285305
2015-04-11,684,285989
2015-04-12,805,286794
2015-04-13,1229,288023
2015-04-14,832,288855
2015-04-15,701,289556
2015-04-16,698,290254
2015-04-17,766,291020
2015-04-18,407,291427
2015-04-19,447,291874
2015-04-20,583,292457
2015-04-21,559,293016
2015-04-22,595,293611
2015-04-23,578,294189
2015-04-24,552,294741
2015-04-25,422,295163
2015-04-26,382,295545
2015-04-27,634,296179
2015-04-28,898,297077
2015-04-29,651,297728
2015-04-30,531,298259
2015-05-01,409,298668
2015-05-02,357,299025
2015-05-03,389,299414
2015-05-04,602,300016
2015-05-05,636,300652
2015-05-06,561,301213
2015-05-07,622,301835
2015-05-08,456,302291
2015-05-09,329,302620
2015-05-10,343,302963
2015-05-11,616,303579
2015-05-12,573,304152
2015-05-13,576,304728
2015-05-14,533,305261
2015-05-15,445,305706
2015-05-16,372,306078
2015-05-17,381,306459
2015-05-18,613,307072
2015-05-19,514,307586
2015-05-20,516,308102
2015-05-21,481,308583
2015-05-22,429,309012
2015-05-23,309,309321
2015-05-24,290,309611
2015-05-25,382,309993
2015-05-26,546,310539
2015-05-27,535,311074
2015-05-28,535,311609
2015-05-29,503,312112
2015-05-30,377,312489
2015-05-31,414,312903
2015-06-01,518,313421
2015-06-02,589,314010
2015-06-03,547,314557
2015-06-04,597,315154
2015-06-05,522,315676
2015-06-06,317,315993
2015-06-07,405,316398
2015-06-08,468,316866
2015-06-09,515,317381
2015-06-10,512,317893
2015-06-11,488,318381
2015-06-12,430,318811
2015-06-13,354,319165
2015-06-14,358,319523
2015-06-15,524,320047
2015-06-16,483,320530
2015-06-17,369,320899
2015-06-18,457,321356
2015-06-19,446,321802
2015-06-20,297,322099
2015-06-21,315,322414
2015-06-22,526,322940
2015-06-23,481,323421
2015-06-24,419,323840
2015-06-25,415,324255
2015-06-26,443,324698
2015-06-27,279,324977
2015-06-28,254,325231
2015-06-29,486,325717
2015-06-30,438,326155
2015-07-01,449,326604
2015-07-02,452,327056
2015-07-03,370,327426
2015-07-04,240,327666
2015-07-05,277,327943
2015-07-06,553,328496
2015-07-07,718,329214
2015-07-08,641,329855
2015-07-09,597,330452
2015-07-10,572,331024
2015-07-11,423,331447
2015-07-12,503,331950
2015-07-13,881,332831
2015-07-14,597,333428
2015-07-15,565,333993
2015-07-16,588,334581
2015-07-17,497,335078
2015-07-18,313,335391
2015-07-19,348,335739
2015-07-20,536,336275
2015-07-21,660,336935
2015-07-22,572,337507
2015-07-23,464,337971
2015-07-24,507,338478
2015-07-25,336,338814
2015-07-26,325,339139
2015-07-27,513,339652
2015-07-28,532,340184
2015-07-29,546,340730
2015-07-30,498,341228
2015-07-31,437,341665
2015-08-01,295,341960
2015-08-02,326,342286
2015-08-03,454,342740
2015-08-04,597,343337
2015-08-05,476,343813
2015-08-06,454,344267
2015-08-07,400,344667
2015-08-08,296,344963
2015-08-09,325,345288
2015-08-10,484,345772
2015-08-11,441,346213
2015-08-12,468,346681
2015-08-13,492,347173
2015-08-14,428,347601
2015-08-15,280,347881
2015-08-16,340,348221
2015-08-17,510,348731
2015-08-18,546,349277
2015-08-19,554,349831
2015-08-20,573,350404
2015-08-21,476,350880
2015-08-22,344,351224
2015-08-23,364,351588
2015-08-24,556,352144
2015-08-25,601,352745
2015-08-26,603,353348
2015-08-27,551,353899
2015-08-28,506,354405
2015-08-29,359,354764
2015-08-30,386,355150
2015-08-31,660,355810
2015-09-01,807,356617
2015-09-02,787,357404
2015-09-03,855,358259
2015-09-04,675,358934
2015-09-05,315,359249
2015-09-06,397,359646
2015-09-07,594,360240
2015-09-08,704,360944
2015-09-09,713,361657
2015-09-10,733,362390
2015-09-11,607,362997
2015-09-12,451,363448
2015-09-13,481,363929
2015-09-14,698,364627
2015-09-15,748,365375
2015-09-16,711,366086
2015-09-17,628,366714
2015-09-18,667,367381
2015-09-19,494,367875
2015-09-20,505,368380
2015-09-21,753,369133
2015-09-22,699,369832
2015-09-23,695,370527
2015-09-24,679,371206
2015-09-25,613,371819
2015-09-26,417,372236
2015-09-27,416,372652
2015-09-28,585,373237
2015-09-29,684,373921
2015-09-30,662,374583
2015-10-01,606,375189
2015-10-02,581,375770
2015-10-03,403,376173
2015-10-04,491,376664
2015-10-05,771,377435
2015-10-06,835,378270
2015-10-07,795,379065
2015-10-08,804,379869
2015-10-09,691,380560
2015-10-10,504,381064
2015-10-11,516,381580
2015-10-12,760,382340
2015-10-13,849,383189
2015-10-14,835,384024
2015-10-15,703,384727
2015-10-16,662,385389
2015-10-17,412,385801
2015-10-18,489,386290
2015-10-19,798,387088
2015-10-20,715,387803
2015-10-21,759,388562
2015-10-22,710,389272
2015-10-23,634,389906
2015-10-24,450,390356
2015-10-25,510,390866
2015-10-26,817,391683
2015-10-27,762,392445
2015-10-28,902,393347
2015-10-29,748,394095
2015-10-30,683,394778
2015-10-31,420,395198
2015-11-01,512,395710
2015-11-02,728,396438
2015-11-03,739,397177
2015-11-04,800,397977
2015-11-05,825,398802
2015-11-06,697,399499
2015-11-07,547,400046
2015-11-08,520,400566
2015-11-09,786,401352
2015-11-10,755,402107
2015-11-11,652,402759
2015-11-12,808,403567
2015-11-13,679,404246
2015-11-14,458,404704
2015-11-15,487,405191
2015-11-16,690,405881
2015-11-17,741,406622
2015-11-18,764,407386
2015-11-19,759,408145
2015-11-20,625,408770
2015-11-21,416,409186
2015-11-22,505,409691
2015-11-23,690,410381
2015-11-24,758,411139
2015-11-25,751,411890
2015-11-26,679,412569
2015-11-27,554,413123
2015-11-28,472,413595
2015-11-29,554,414149
2015-11-30,788,414937
2015-12-01,810,415747
2015-12-02,778,416525
2015-12-03,708,417233
2015-12-04,621,417854
2015-12-05,454,418308
2015-12-06,484,418792
2015-12-07,717,419509
2015-12-08,747,420256
2015-12-09,673,420929
2015-12-10,548,421477
2015-12-11,575,422052
2015-12-12,413,422465
2015-12-13,436,422901
2015-12-14,707,423608
2015-12-15,693,424301
2015-12-16,668,424969
2015-12-17,602,425571
2015-12-18,515,426086
2015-12-19,423,426509
2015-12-20,407,426916
2015-12-21,574,427490
2015-12-22,520,428010
2015-12-23,498,428508
2015-12-24,383,428891
2015-12-25,269,429160
2015-12-26,299,429459
2015-12-27,301,429760
2015-12-28,520,430280
2015-12-29,573,430853
2015-12-30,480,431333
2015-12-31,332,431665
2016-01-01,254,431919
2016-01-02,327,432246
2016-01-03,364,432610
2016-01-04,571,433181
2016-01-05,667,433848
2016-01-06,617,434465
2016-01-07,635,435100
2016-01-08,583,435683
2016-01-09,409,436092
2016-01-10,409,436501
2016-01-11,624,437125
2016-01-12,706,437831
2016-01-13,739,438570
2016-01-14,680,439250
2016-01-15,660,439910
2016-01-16,479,440389
2016-01-17,499,440888
2016-01-18,683,441571
2016-01-19,793,442364
2016-01-20,839,443203
2016-01-21,984,444187
2016-01-22,760,444947
2016-01-23,525,445472
2016-01-24,554,446026
2016-01-25,818,446844
2016-01-26,814,447658
2016-01-27,882,448540
2016-01-28,840,449380
2016-01-29,823,450203
2016-01-30,655,450858
2016-01-31,743,451601
2016-02-01,788,452389
2016-02-02,839,453228
2016-02-03,794,454022
2016-02-04,808,454830
2016-02-05,820,455650
2016-02-06,581,456231
2016-02-07,617,456848
2016-02-08,797,457645
2016-02-09,908,458553
2016-02-10,920,459473
2016-02-11,885,460358
2016-02-12,731,461089
2016-02-13,501,461590
2016-02-14,483,462073
2016-02-15,989,463062
2016-02-16,899,463961
2016-02-17,878,464839
2016-02-18,930,465769
2016-02-19,749,466518
2016-02-20,587,467105
2016-02-21,601,467706
2016-02-22,949,468655
2016-02-23,877,469532
2016-02-24,907,470439
2016-02-25,912,471351
2016-02-26,810,472161
2016-02-27,568,472729
2016-02-28,607,473336
2016-02-29,859,474195
2016-03-01,955,475150
2016-03-02,852,476002
2016-03-03,1010,477012
2016-03-04,840,477852
2016-03-05,721,478573
2016-03-06,643,479216
2016-03-07,989,480205
2016-03-08,1014,481219
2016-03-09,1030,482249
2016-03-10,971,483220
2016-03-11,913,484133
2016-03-12,673,484806
2016-03-13,673,485479
2016-03-14,1065,486544
2016-03-15,1043,487587
2016-03-16,956,488543
2016-03-17,1000,489543
2016-03-18,840,490383
2016-03-19,644,491027
2016-03-20,593,491620
2016-03-21,998,492618
2016-03-22,1168,493786
2016-03-23,884,494670
2016-03-24,938,495608
2016-03-25,713,496321
2016-03-26,578,496899
2016-03-27,527,497426
2016-03-28,836,498262
2016-03-29,948,499210
2016-03-30,934,500144
2016-03-31,873,501017
2016-04-01,874,501891
2016-04-02,635,502526
2016-04-03,641,503167
2016-04-04,959,504126
2016-04-05,1014,505140
2016-04-06,1017,506157
2016-04-07,964,507121
2016-04-08,868,507989
2016-04-09,619,508608
2016-04-10,636,509244
2016-04-11,922,510166
2016-04-12,1046,511212
2016-04-13,946,512158
2016-04-14,906,513064
2016-04-15,947,514011
2016-04-16,637,514648
2016-04-17,718,515366
2016-04-18,958,516324
2016-04-19,1070,517394
2016-04-20,937,518331
2016-04-21,970,519301
2016-04-22,854,520155
2016-04-23,625,520780
2016-04-24,617,521397
2016-04-25,934,522331
2016-04-26,1033,523364
2016-04-27,914,524278
2016-04-28,847,525125
2016-04-29,768,525893
2016-04-30,627,526520
2016-05-01,609,527129
2016-05-02,786,527915
2016-05-03,914,528829
2016-05-04,918,529747
2016-05-05,768,530515
2016-05-06,772,531287
2016-05-07,541,531828
2016-05-08,581,532409
2016-05-09,950,533359
2016-05-10,994,534353
2016-05-11,896,535249
2016-05-12,929,536178
2016-05-13,813,536991
2016-05-14,568,537559
2016-05-15,543,538102
2016-05-16,789,538891
2016-05-17,1123,540014
2016-05-18,1011,541025
2016-05-19,976,542001
2016-05-20,847,542848
2016-05-21,781,543629
2016-05-22,866,544495
2016-05-23,1720,546215
2016-05-24,1200,547415
2016-05-25,917,548332
2016-05-26,774,549106
2016-05-27,743,549849
2016-05-28,525,550374
2016-05-29,544,550918
2016-05-30,832,551750
2016-05-31,860,552610
2016-06-01,777,553387
2016-06-02,824,554211
2016-06-03,775,554986
2016-06-04,506,555492
2016-06-05,534,556026
2016-06-06,827,556853
2016-06-07,816,557669
2016-06-08,927,558596
2016-06-09,844,559440
2016-06-10,784,560224
2016-06-11,527,560751
2016-06-12,544,561295
2016-06-13,847,562142
2016-06-14,806,562948
2016-06-15,904,563852
2016-06-16,886,564738
2016-06-17,719,565457
2016-06-18,537,565994
2016-06-19,489,566483
2016-06-20,765,567248
2016-06-21,828,568076
2016-06-22,747,568823
2016-06-23,704,569527
2016-06-24,622,570149
2016-06-25,519,570668
2016-06-26,462,571130
2016-06-27,716,571846
2016-06-28,746,572592
2016-06-29,770,573362
2016-06-30,685,574047
2016-07-01,616,574663
2016-07-02,427,575090
2016-07-03,433,575523
2016-07-04,650,576173
2016-07-05,682,576855
2016-07-06,665,577520
2016-07-07,709,578229
2016-07-08,675,578904
2016-07-09,454,579358
2016-07-10,452,579810
2016-07-11,737,580547
2016-07-12,842,581389
2016-07-13,872,582261
2016-07-14,823,583084
2016-07-15,707,583791
2016-07-16,453,584244
2016-07-17,497,584741
2016-07-18,813,585554
2016-07-19,781,586335
2016-07-20,719,587054
2016-07-21,723,587777
2016-07-22,727,588504
2016-07-23,539,589043
2016-07-24,610,589653
2016-07-25,885,590538
2016-07-26,836,591374
2016-07-27,860,592234
2016-07-28,796,593030
2016-07-29,673,593703
2016-07-30,500,594203
