date,n,ct
2019-05-25,2784,3005582
2019-05-26,2875,3008457
2019-05-27,4059,3012516
2019-05-28,4326,3016842
2019-05-29,4241,3021083
2019-05-30,4075,3025158
2019-05-31,3407,3028565
2019-06-01,2597,3031162
2019-06-02,2634,3033796
2019-06-03,4183,3037979
2019-06-04,4080,3042059
2019-06-05,3830,3045889
2019-06-06,3569,3049458
2019-06-07,3284,3052742
2019-06-08,2520,3055262
2019-06-09,2652,3057914
2019-06-10,3681,3061595
2019-06-11,4177,3065772
2019-06-12,3920,3069692
2019-06-13,3842,3073534
2019-06-14,3457,3076991
2019-06-15,2636,3079627
2019-06-16,2469,3082096
2019-06-17,3760,3085856
2019-06-18,4321,3090177
2019-06-19,4131,3094308
2019-06-20,4023,3098331
2019-06-21,3443,3101774
2019-06-22,2639,3104413
2019-06-23,2684,3107097
2019-06-24,4049,3111146
2019-06-25,4271,3115417
2019-06-26,4128,3119545
2019-06-27,3374,3122919
2019-06-28,3396,3126315
2019-06-29,2580,3128895
2019-06-30,2454,3131349
2019-07-01,3998,3135347
2019-07-02,4337,3139684
2019-07-03,4082,3143766
2019-07-04,3402,3147168
2019-07-05,3127,3150295
2019-07-06,2210,3152505
2019-07-07,2339,3154844
2019-07-08,3752,3158596
2019-07-09,3781,3162377
2019-07-10,3805,3166182
2019-07-11,3713,3169895
2019-07-12,3269,3173164
2019-07-13,2443,3175607
2019-07-14,2253,3177860
2019-07-15,3563,3181423
2019-07-16,4274,3185697
2019-07-17,3952,3189649
2019-07-18,3803,3193452
2019-07-19,3342,3196794
2019-07-20,2525,3199319
2019-07-21,2544,3201863
2019-07-22,4071,3205934
2019-07-23,4268,3210202
2019-07-24,3847,3214049
2019-07-25,3811,3217860
2019-07-26,3333,3221193
2019-07-27,2361,3223554
2019-07-28,2485,3226039
2019-07-29,3877,3229916
2019-07-30,3950,3233866
2019-07-31,3807,3237673
2019-08-01,3538,3241211
2019-08-02,3156,3244367
2019-08-03,2360,3246727
2019-08-04,2313,3249040
2019-08-05,3622,3252662
2019-08-06,3965,3256627
2019-08-07,3383,3260010
2019-08-08,3489,3263499
2019-08-09,3170,3266669
2019-08-10,2364,3269033
2019-08-11,2193,3271226
2019-08-12,3300,3274526
2019-08-13,3652,3278178
2019-08-14,3345,3281523
2019-08-15,3055,3284578
2019-08-16,3241,3287819
2019-08-17,2537,3290356
2019-08-18,2409,3292765
2019-08-19,3746,3296511
2019-08-20,3796,3300307
2019-08-21,3886,3304193
2019-08-22,3888,3308081
2019-08-23,3331,3311412
2019-08-24,2553,3313965
2019-08-25,2602,3316567
2019-08-26,3895,3320462
2019-08-27,4349,3324811
2019-08-28,4103,3328914
2019-08-29,3982,3332896
2019-08-30,3605,3336501
2019-08-31,2816,3339317
2019-09-01,2701,3342018
2019-09-02,3584,3345602
2019-09-03,4828,3350430
2019-09-04,4467,3354897
2019-09-05,4359,3359256
2019-09-06,3748,3363004
2019-09-07,3039,3366043
2019-09-08,3079,3369122
2019-09-09,4742,3373864
2019-09-10,4956,3378820
2019-09-11,4481,3383301
2019-09-12,4527,3387828
2019-09-13,3900,3391728
2019-09-14,3325,3395053
2019-09-15,3233,3398286
2019-09-16,5137,3403423
2019-09-17,5232,3408655
2019-09-18,5344,3413999
2019-09-19,5049,3419048
2019-09-20,4483,3423531
2019-09-21,3293,3426824
2019-09-22,3310,3430134
2019-09-23,4850,3434984
2019-09-24,5117,3440101
2019-09-25,4990,3445091
2019-09-26,4731,3449822
2019-09-27,4408,3454230
2019-09-28,3243,3457473
2019-09-29,3334,3460807
2019-09-30,4910,3465717
2019-10-01,4935,3470652
2019-10-02,4638,3475290
2019-10-03,4615,3479905
2019-10-04,4128,3484033
2019-10-05,3274,3487307
2019-10-06,3399,3490706
2019-10-07,4803,3495509
2019-10-08,5301,3500810
2019-10-09,5293,3506103
2019-10-10,5350,3511453
2019-10-11,4419,3515872
2019-10-12,3507,3519379
2019-10-13,3530,3522909
2019-10-14,5483,3528392
2019-10-15,5913,3534305
2019-10-16,6543,3540848
2019-10-17,6337,3547185
2019-10-18,5284,3552469
2019-10-19,4814,3557283
2019-10-20,4698,3561981
2019-10-21,6107,3568088
2019-10-22,6543,3574631
2019-10-23,6321,3580952
2019-10-24,6190,3587142
2019-10-25,4773,3591915
2019-10-26,3469,3595384
2019-10-27,3605,3598989
2019-10-28,5580,3604569
2019-10-29,5929,3610498
2019-10-30,6064,3616562
2019-10-31,5557,3622119
2019-11-01,4492,3626611
2019-11-02,3644,3630255
2019-11-03,3860,3634115
2019-11-04,6049,3640164
2019-11-05,6603,3646767
2019-11-06,6368,3653135
2019-11-07,6159,3659294
2019-11-08,5025,3664319
2019-11-09,3938,3668257
2019-11-10,3871,3672128
2019-11-11,5714,3677842
2019-11-12,6444,3684286
2019-11-13,6602,3690888
2019-11-14,6112,3697000
2019-11-15,5173,3702173
2019-11-16,4124,3706297
2019-11-17,4334,3710631
2019-11-18,6629,3717260
2019-11-19,6834,3724094
2019-11-20,6652,3730746
2019-11-21,6291,3737037
2019-11-22,5609,3742646
2019-11-23,4341,3746987
2019-11-24,4582,3751569
2019-11-25,6387,3757956
2019-11-26,6212,3764168
2019-11-27,5626,3769794
2019-11-28,5074,3774868
2019-11-29,4225,3779093
2019-11-30,3807,3782900
2019-12-01,4043,3786943
2019-12-02,5898,3792841
2019-12-03,6272,3799113
2019-12-04,5816,3804929
2019-12-05,5623,3810552
2019-12-06,4990,3815542
2019-12-07,3980,3819522
2019-12-08,3776,3823298
2019-12-09,5430,3828728
2019-12-10,5652,3834380
2019-12-11,5609,3839989
2019-12-12,5190,3845179
2019-12-13,4272,3849451
2019-12-14,3560,3853011
2019-12-15,3496,3856507
2019-12-16,4708,3861215
2019-12-17,4730,3865945
2019-12-18,4360,3870305
2019-12-19,4118,3874423
2019-12-20,3457,3877880
2019-12-21,2768,3880648
2019-12-22,2806,3883454
2019-12-23,3619,3887073
2019-12-24,3129,3890202
2019-12-25,2534,3892736
2019-12-26,3174,3895910
2019-12-27,3168,3899078
2019-12-28,2649,3901727
2019-12-29,2625,3904352
2019-12-30,3310,3907662
2019-12-31,2459,3910121
2020-01-01,2008,3912129
2020-01-02,3653,3915782
2020-01-03,3604,3919386
2020-01-04,3111,3922497
2020-01-05,2813,3925310
2020-01-06,4227,3929537
2020-01-07,4873,3934410
2020-01-08,4640,3939050
2020-01-09,4539,3943589
2020-01-10,4170,3947759
2020-01-11,3312,3951071
2020-01-12,3243,3954314
2020-01-13,4786,3959100
2020-01-14,4981,3964081
2020-01-15,4845,3968926
2020-01-16,5011,3973937
2020-01-17,4274,3978211
2020-01-18,3508,3981719
2020-01-19,3275,3984994
2020-01-20,5045,3990039
2020-01-21,5493,3995532
2020-01-22,5333,4000865
2020-01-23,5182,4006047
2020-01-24,4609,4010656
2020-01-25,3564,4014220
2020-01-26,3560,4017780
2020-01-27,5249,4023029
2020-01-28,5560,4028589
2020-01-29,5571,4034160
2020-01-30,5451,4039611
2020-01-31,4850,4044461
2020-02-01,3723,4048184
2020-02-02,3509,4051693
2020-02-03,5719,4057412
2020-02-04,5824,4063236
2020-02-05,5765,4069001
2020-02-06,5929,4074930
2020-02-07,5297,4080227
2020-02-08,4044,4084271
2020-02-09,4073,4088344
2020-02-10,5753,4094097
2020-02-11,5984,4100081
2020-02-12,6086,4106167
2020-02-13,5855,4112022
2020-02-14,4793,4116815
2020-02-15,4031,4120846
2020-02-16,4003,4124849
2020-02-17,6177,4131026
2020-02-18,6576,4137602
2020-02-19,6457,4144059
2020-02-20,6359,4150418
2020-02-21,5298,4155716
2020-02-22,4027,4159743
2020-02-23,4318,4164061
2020-02-24,6134,4170195
2020-02-25,6126,4176321
2020-02-26,5911,4182232
2020-02-27,6300,4188532
2020-02-28,5369,4193901
2020-02-29,4473,4198374
2020-03-01,4383,4202757
2020-03-02,6270,4209027
2020-03-03,7049,4216076
2020-03-04,6634,4222710
2020-03-05,6688,4229398
2020-03-06,5741,4235139
2020-03-07,4858,4239997
2020-03-08,4637,4244634
2020-03-09,6395,4251029
2020-03-10,6661,4257690
2020-03-11,6298,4263988
2020-03-12,6122,4270110
2020-03-13,5270,4275380
2020-03-14,4668,4280048
2020-03-15,4526,4284574
2020-03-16,5596,4290170
2020-03-17,6655,4296825
2020-03-18,6826,4303651
2020-03-19,6504,4310155
2020-03-20,6104,4316259
2020-03-21,5839,4322098
2020-03-22,5712,4327810
2020-03-23,6723,4334533
2020-03-24,6678,4341211
2020-03-25,6542,4347753
2020-03-26,6566,4354319
2020-03-27,6064,4360383
2020-03-28,5986,4366369
2020-03-29,6212,4372581
2020-03-30,6888,4379469
2020-03-31,6754,4386223
2020-04-01,7027,4393250
2020-04-02,6965,4400215
2020-04-03,6629,4406844
2020-04-04,5985,4412829
2020-04-05,6091,4418920
2020-04-06,7052,4425972
2020-04-07,6695,4432667
2020-04-08,6751,4439418
2020-04-09,6588,4446006
2020-04-10,6272,4452278
2020-04-11,5720,4457998
2020-04-12,5801,4463799
2020-04-13,6930,4470729
2020-04-14,7077,4477806
2020-04-15,6891,4484697
2020-04-16,6816,4491513
2020-04-17,6558,4498071
2020-04-18,5950,4504021
2020-04-19,6106,4510127
2020-04-20,7059,4517186
2020-04-21,7018,4524204
2020-04-22,7215,4531419
2020-04-23,6958,4538377
2020-04-24,6234,4544611
2020-04-25,6081,4550692
2020-04-26,6644,4557336
2020-04-27,7707,4565043
2020-04-28,7432,4572475
2020-04-29,7028,4579503
2020-04-30,6696,4586199
2020-05-01,6136,4592335
2020-05-02,5842,4598177
2020-05-03,5836,4604013
2020-05-04,6831,4610844
2020-05-05,6680,4617524
2020-05-06,6996,4624520
2020-05-07,6540,4631060
2020-05-08,6192,4637252
2020-05-09,5627,4642879
2020-05-10,5555,4648434
2020-05-11,7284,4655718
2020-05-12,7327,4663045
2020-05-13,6821,4669866
2020-05-14,6678,4676544
2020-05-15,6241,4682785
2020-05-16,6160,4688945
2020-05-17,5848,4694793
2020-05-18,7103,4701896
2020-05-19,7086,4708982
2020-05-20,6684,4715666
2020-05-21,6315,4721981
2020-05-22,5910,4727891
2020-05-23,5295,4733186
2020-05-24,5451,4738637
2020-05-25,6450,4745087
2020-05-26,6849,4751936
2020-05-27,6655,4758591
2020-05-28,6597,4765188
2020-05-29,6388,4771576
2020-05-30,5570,4777146
2020-05-31,5521,4782667
2020-06-01,6334,4789001
2020-06-02,6799,4795800
2020-06-03,6610,4802410
2020-06-04,6528,4808938
2020-06-05,5949,4814887
2020-06-06,5338,4820225
2020-06-07,6552,4826777
2020-06-08,8040,4834817
2020-06-09,7014,4841831
2020-06-10,6631,4848462
2020-06-11,6610,4855072
2020-06-12,6502,4861574
2020-06-13,6581,4868155
2020-06-14,4907,4873062
2020-06-15,5836,4878898
2020-06-16,6055,4884953
2020-06-17,6141,4891094
2020-06-18,5673,4896767
2020-06-19,5348,4902115
2020-06-20,4523,4906638
2020-06-21,4282,4910920
2020-06-22,5923,4916843
2020-06-23,5931,4922774
2020-06-24,5623,4928397
2020-06-25,5395,4933792
2020-06-26,4828,4938620
2020-06-27,4304,4942924
2020-06-28,4445,4947369
2020-06-29,5353,4952722
2020-06-30,5431,4958153
2020-07-01,5133,4963286
2020-07-02,5284,4968570
2020-07-03,4642,4973212
2020-07-04,4007,4977219
2020-07-05,4133,4981352
2020-07-06,5187,4986539
2020-07-07,5517,4992056
2020-07-08,5238,4997294
2020-07-09,5013,5002307
2020-07-10,4879,5007186
2020-07-11,4573,5011759
2020-07-12,4581,5016340
2020-07-13,5359,5021699
2020-07-14,5249,5026948
2020-07-15,5431,5032379
2020-07-16,5217,5037596
2020-07-17,5100,5042696
2020-07-18,4149,5046845
2020-07-19,4336,5051181
2020-07-20,5369,5056550
2020-07-21,5241,5061791
2020-07-22,5239,5067030
2020-07-23,5158,5072188
2020-07-24,4651,5076839
2020-07-25,3963,5080802
2020-07-26,4042,5084844
2020-07-27,5105,5089949
2020-07-28,5362,5095311
2020-07-29,5212,5100523
2020-07-30,4949,5105472
2020-07-31,4345,5109817
2020-08-01,3577,5113394
2020-08-02,3594,5116988
2020-08-03,4622,5121610
2020-08-04,4985,5126595
2020-08-05,4658,5131253
2020-08-06,4744,5135997
2020-08-07,4271,5140268
2020-08-08,3916,5144184
2020-08-09,3800,5147984
2020-08-10,4967,5152951
2020-08-11,4835,5157786
2020-08-12,4925,5162711
2020-08-13,4864,5167575
2020-08-14,4445,5172020
2020-08-15,3734,5175754
2020-08-16,3843,5179597
2020-08-17,5334,5184931
2020-08-18,5268,5190199
2020-08-19,5143,5195342
2020-08-20,5451,5200793
2020-08-21,4733,5205526
2020-08-22,3874,5209400
2020-08-23,4017,5213417
2020-08-24,5166,5218583
2020-08-25,4373,5222956
2020-08-26,4339,5227295
2020-08-27,4255,5231550
2020-08-28,3738,5235288
2020-08-29,3431,5238719
2020-08-30,3280,5241999
2020-08-31,4276,5246275
2020-09-01,4561,5250836
2020-09-02,5007,5255843
2020-09-03,5183,5261026
2020-09-04,5118,5266144
2020-09-05,4020,5270164
2020-09-06,3835,5273999
2020-09-07,4789,5278788
2020-09-08,5428,5284216
2020-09-09,6484,5290700
2020-09-10,6122,5296822
2020-09-11,5708,5302530
2020-09-12,4560,5307090
2020-09-13,4635,5311725
2020-09-14,6516,5318241
2020-09-15,6814,5325055
2020-09-16,6678,5331733
2020-09-17,6404,5338137
2020-09-18,6131,5344268
2020-09-19,4866,5349134
2020-09-20,5159,5354293
2020-09-21,6524,5360817
2020-09-22,5607,5366424
2020-09-23,5263,5371687
2020-09-24,5118,5376805
2020-09-25,4805,5381610
2020-09-26,3973,5385583
2020-09-27,4079,5389662
2020-09-28,5378,5395040
2020-09-29,5441,5400481
2020-09-30,5042,5405523
2020-10-01,4912,5410435
2020-10-02,4759,5415194
2020-10-03,3902,5419096
2020-10-04,3958,5423054
2020-10-05,6293,5429347
2020-10-06,7775,5437122
2020-10-07,7877,5444999
2020-10-08,7500,5452499
2020-10-09,6800,5459299
2020-10-10,6052,5465351
2020-10-11,6163,5471514
2020-10-12,7711,5479225
2020-10-13,7311,5486536
2020-10-14,7841,5494377
2020-10-15,7978,5502355
2020-10-16,7152,5509507
2020-10-17,5632,5515139
2020-10-18,5625,5520764
2020-10-19,7728,5528492
2020-10-20,7299,5535791
2020-10-21,7019,5542810
2020-10-22,6747,5549557
2020-10-23,5850,5555407
2020-10-24,4880,5560287
2020-10-25,4812,5565099
2020-10-26,6655,5571754
2020-10-27,7017,5578771
2020-10-28,6706,5585477
2020-10-29,6810,5592287
2020-10-30,6032,5598319
2020-10-31,4955,5603274
2020-11-01,5018,5608292
2020-11-02,7102,5615394
2020-11-03,6926,5622320
2020-11-04,6655,5628975
2020-11-05,6878,5635853
2020-11-06,5917,5641770
2020-11-07,5164,5646934
2020-11-08,5308,5652242
2020-11-09,6897,5659139
2020-11-10,6886,5666025
2020-11-11,6750,5672775
2020-11-12,6596,5679371
2020-11-13,5748,5685119
2020-11-14,4480,5689599
2020-11-15,5020,5694619
2020-11-16,6764,5701383
2020-11-17,7094,5708477
2020-11-18,7164,5715641
2020-11-19,6846,5722487
2020-11-20,6626,5729113
2020-11-21,6335,5735448
2020-11-22,6582,5742030
2020-11-23,8772,5750802
2020-11-24,8795,5759597
2020-11-25,8525,5768122
2020-11-26,7844,5775966
2020-11-27,7061,5783027
2020-11-28,6398,5789425
2020-11-29,6001,5795426
2020-11-30,8294,5803720
2020-12-01,8021,5811741
2020-12-02,8388,5820129
2020-12-03,7729,5827858
2020-12-04,6959,5834817
2020-12-05,6072,5840889
2020-12-06,6059,5846948
2020-12-07,7870,5854818
2020-12-08,7696,5862514
2020-12-09,7370,5869884
2020-12-10,7088,5876972
2020-12-11,6468,5883440
2020-12-12,5625,5889065
2020-12-13,4670,5893735
2020-12-14,4499,5898234
2020-12-15,4671,5902905
2020-12-16,4715,5907620
2020-12-17,4507,5912127
2020-12-18,3947,5916074
2020-12-19,3546,5919620
2020-12-20,3607,5923227
2020-12-21,4335,5927562
2020-12-22,4068,5931630
2020-12-23,3771,5935401
2020-12-24,3068,5938469
2020-12-25,2525,5940994
2020-12-26,3026,5944020
2020-12-27,3018,5947038
2020-12-28,3932,5950970
2020-12-29,3780,5954750
2020-12-30,3584,5958334
2020-12-31,2889,5961223
2021-01-01,2332,5963555
2021-01-02,3387,5966942
2021-01-03,3221,5970163
2021-01-04,4650,5974813
2021-01-05,4324,5979137
2021-01-06,4714,5983851
2021-01-07,6272,5990123
2021-01-08,6041,5996164
2021-01-09,4856,6001020
2021-01-10,4849,6005869
2021-01-11,6156,6012025
2021-01-12,6301,6018326
2021-01-13,6201,6024527
2021-01-14,5844,6030371
2021-01-15,5467,6035838
2021-01-16,5195,6041033
2021-01-17,4910,6045943
2021-01-18,6579,6052522
2021-01-19,6748,6059270
2021-01-20,6882,6066152
2021-01-21,6369,6072521
2021-01-22,6307,6078828
2021-01-23,5105,6083933
2021-01-24,5161,6089094
2021-01-25,6688,6095782
2021-01-26,6599,6102381
2021-01-27,6906,6109287
2021-01-28,6650,6115937
2021-01-29,6241,6122178
2021-01-30,5040,6127218
2021-01-31,5116,6132334
2021-02-01,7001,6139335
2021-02-02,7173,6146508
2021-02-03,7200,6153708
2021-02-04,6909,6160617
2021-02-05,7049,6167666
2021-02-06,5482,6173148
2021-02-07,5167,6178315
2021-02-08,6865,6185180
2021-02-09,7331,6192511
2021-02-10,7176,6199687
2021-02-11,6363,6206050
2021-02-12,5751,6211801
2021-02-13,4870,6216671
2021-02-14,4734,6221405
2021-02-15,6918,6228323
2021-02-16,7105,6235428
2021-02-17,7251,6242679
2021-02-18,7653,6250332
2021-02-19,6569,6256901
2021-02-20,5507,6262408
2021-02-21,5489,6267897
2021-02-22,7697,6275594
2021-02-23,7689,6283283
2021-02-24,7357,6290640
2021-02-25,7457,6298097
2021-02-26,6964,6305061
2021-02-27,5404,6310465
2021-02-28,5485,6315950
2021-03-01,7356,6323306
2021-03-02,8687,6331993
2021-03-03,8032,6340025
2021-03-04,8125,6348150
2021-03-05,7545,6355695
2021-03-06,6781,6362476
2021-03-07,5944,6368420
2021-03-08,8103,6376523
2021-03-09,8579,6385102
2021-03-10,8229,6393331
2021-03-11,7866,6401197
2021-03-12,7191,6408388
2021-03-13,5922,6414310
2021-03-14,6082,6420392
2021-03-15,8459,6428851
2021-03-16,8232,6437083
2021-03-17,8382,6445465
2021-03-18,7982,6453447
2021-03-19,7414,6460861
2021-03-20,5910,6466771
2021-03-21,6281,6473052
2021-03-22,8700,6481752
2021-03-23,8863,6490615
2021-03-24,8677,6499292
2021-03-25,8638,6507930
2021-03-26,7275,6515205
2021-03-27,6028,6521233
2021-03-28,6005,6527238
2021-03-29,7704,6534942
2021-03-30,8150,6543092
2021-03-31,7883,6550975
2021-04-01,7426,6558401
2021-04-02,6378,6564779
2021-04-03,5656,6570435
2021-04-04,5579,6576014
2021-04-05,7748,6583762
2021-04-06,8419,6592181
2021-04-07,8562,6600743
2021-04-08,8655,6609398
2021-04-09,7569,6616967
2021-04-10,6425,6623392
2021-04-11,7355,6630747
2021-04-12,9260,6640007
2021-04-13,8822,6648829
2021-04-14,8501,6657330
2021-04-15,8537,6665867
2021-04-16,7400,6673267
2021-04-17,6219,6679486
2021-04-18,6444,6685930
2021-04-19,8282,6694212
2021-04-20,8449,6702661
2021-04-21,8150,6710811
2021-04-22,8209,6719020
2021-04-23,7237,6726257
2021-04-24,6398,6732655
2021-04-25,6637,6739292
2021-04-26,8938,6748230
2021-04-27,8472,6756702
2021-04-28,8097,6764799
2021-04-29,7989,6772788
2021-04-30,6795,6779583
2021-05-01,5975,6785558
2021-05-02,5981,6791539
2021-05-03,7970,6799509
2021-05-04,7913,6807422
2021-05-05,7943,6815365
2021-05-06,7881,6823246
2021-05-07,7140,6830386
2021-05-08,6212,6836598
2021-05-09,5945,6842543
2021-05-10,8366,6850909
2021-05-11,7976,6858885
2021-05-12,7453,6866338
2021-05-13,7007,6873345
2021-05-14,6592,6879937
2021-05-15,6021,6885958
2021-05-16,6141,6892099
2021-05-17,8076,6900175
2021-05-18,8271,6908446
2021-05-19,7989,6916435
2021-05-20,7727,6924162
2021-05-21,7469,6931631
2021-05-22,6186,6937817
2021-05-23,6361,6944178
2021-05-24,8145,6952323
2021-05-25,8399,6960722
2021-05-26,8408,6969130
2021-05-27,8078,6977208
2021-05-28,7212,6984420
2021-05-29,6100,6990520
2021-05-30,6272,6996792
2021-05-31,7746,7004538
2021-06-01,8082,7012620
2021-06-02,7761,7020381
2021-06-03,7639,7028020
2021-06-04,6944,7034964
2021-06-05,5726,7040690
2021-06-06,5876,7046566
2021-06-07,8005,7054571
2021-06-08,7944,7062515
2021-06-09,7887,7070402
2021-06-10,7317,7077719
2021-06-11,6309,7084028
2021-06-12,5296,7089324
2021-06-13,5543,7094867
2021-06-14,6933,7101800
2021-06-15,7625,7109425
2021-06-16,6945,7116370
2021-06-17,6693,7123063
2021-06-18,6053,7129116
2021-06-19,5166,7134282
2021-06-20,5244,7139526
2021-06-21,6794,7146320
2021-06-22,7213,7153533
2021-06-23,6831,7160364
2021-06-24,6499,7166863
2021-06-25,6375,7173238
2021-06-26,4948,7178186
2021-06-27,4973,7183159
2021-06-28,6564,7189723
2021-06-29,6630,7196353
2021-06-30,6615,7202968
2021-07-01,6408,7209376
2021-07-02,5609,7214985
2021-07-03,4537,7219522
2021-07-04,4745,7224267
2021-07-05,6097,7230364
2021-07-06,6878,7237242
2021-07-07,6508,7243750
2021-07-08,6420,7250170
2021-07-09,5669,7255839
2021-07-10,4672,7260511
2021-07-11,4450,7264961
2021-07-12,6367,7271328
2021-07-13,6850,7278178
2021-07-14,6475,7284653
2021-07-15,6341,7290994
2021-07-16,5550,7296544
2021-07-17,4560,7301104
2021-07-18,4696,7305800
2021-07-19,7410,7313210
2021-07-20,8156,7321366
2021-07-21,8185,7329551
2021-07-22,7725,7337276
2021-07-23,6938,7344214
2021-07-24,5447,7349661
2021-07-25,5234,7354895
2021-07-26,7030,7361925
2021-07-27,7421,7369346
2021-07-28,7121,7376467
2021-07-29,6922,7383389
2021-07-30,8530,7391919
2021-07-31,8989,7400908
2021-08-01,8203,7409111
2021-08-02,8066,7417177
2021-08-03,6867,7424044
2021-08-04,6688,7430732
2021-08-05,6191,7436923
2021-08-06,5785,7442708
2021-08-07,4530,7447238
2021-08-08,4781,7452019
2021-08-09,6553,7458572
2021-08-10,6856,7465428
2021-08-11,6677,7472105
2021-08-12,6401,7478506
2021-08-13,5679,7484185
2021-08-14,4618,7488803
2021-08-15,4420,7493223
2021-08-16,6482,7499705
2021-08-17,7250,7506955
2021-08-18,6803,7513758
2021-08-19,6743,7520501
2021-08-20,5555,7526056
2021-08-21,4556,7530612
2021-08-22,4361,7534973
2021-08-23,6597,7541570
2021-08-24,6771,7548341
2021-08-25,6721,7555062
2021-08-26,6546,7561608
2021-08-27,5767,7567375
2021-08-28,4882,7572257
2021-08-29,4837,7577094
2021-08-30,6943,7584037
2021-08-31,7220,7591257
2021-09-01,7181,7598438
2021-09-02,7158,7605596
2021-09-03,6135,7611731
2021-09-04,4877,7616608
2021-09-05,5161,7621769
2021-09-06,7263,7629032
2021-09-07,7692,7636724
2021-09-08,7966,7644690
2021-09-09,7425,7652115
2021-09-10,6354,7658469
2021-09-11,5203,7663672
2021-09-12,5697,7669369
2021-09-13,7744,7677113
2021-09-14,8315,7685428
2021-09-15,8197,7693625
2021-09-16,7993,7701618
2021-09-17,7206,7708824
2021-09-18,5959,7714783
2021-09-19,5645,7720428
2021-09-20,8231,7728659
2021-09-21,8559,7737218
2021-09-22,8813,7746031
2021-09-23,8392,7754423
2021-09-24,7634,7762057
2021-09-25,6075,7768132
2021-09-26,6249,7774381
2021-09-27,9280,7783661
2021-09-28,9038,7792699
2021-09-29,8831,7801530
2021-09-30,8727,7810257
2021-10-01,7376,7817633
2021-10-02,5727,7823360
2021-10-03,5923,7829283
2021-10-04,8823,7838106
2021-10-05,8844,7846950
2021-10-06,8909,7855859
2021-10-07,8824,7864683
2021-10-08,8291,7872974
2021-10-09,6377,7879351
2021-10-10,6316,7885667
2021-10-11,8850,7894517
2021-10-12,9404,7903921
2021-10-13,9131,7913052
2021-10-14,8834,7921886
2021-10-15,7425,7929311
2021-10-16,6299,7935610
2021-10-17,6567,7942177
2021-10-18,9176,7951353
2021-10-19,9887,7961240
2021-10-20,9797,7971037
2021-10-21,9960,7980997
2021-10-22,8565,7989562
2021-10-23,6747,7996309
2021-10-24,6737,8003046
2021-10-25,10065,8013111
2021-10-26,9976,8023087
2021-10-27,10143,8033230
2021-10-28,9423,8042653
2021-10-29,8285,8050938
2021-10-30,6412,8057350
2021-10-31,6234,8063584
2021-11-01,8963,8072547
2021-11-02,9490,8082037
2021-11-03,9541,8091578
2021-11-04,8616,8100194
2021-11-05,8038,8108232
2021-11-06,6475,8114707
2021-11-07,6925,8121632
2021-11-08,10448,8132080
2021-11-09,10304,8142384
2021-11-10,10442,8152826
2021-11-11,9698,8162524
2021-11-12,8806,8171330
2021-11-13,7409,8178739
2021-11-14,7724,8186463
2021-11-15,10793,8197256
2021-11-16,10709,8207965
2021-11-17,10363,8218328
2021-11-18,10302,8228630
2021-11-19,8595,8237225
2021-11-20,7100,8244325
2021-11-21,7276,8251601
2021-11-22,10079,8261680
2021-11-23,10316,8271996
2021-11-24,10248,8282244
2021-11-25,9392,8291636
2021-11-26,7748,8299384
2021-11-27,7004,8306388
2021-11-28,7658,8314046
2021-11-29,10476,8324522
2021-11-30,10889,8335411
2021-12-01,10440,8345851
2021-12-02,10006,8355857
2021-12-03,9036,8364893
2021-12-04,7163,8372056
2021-12-05,7557,8379613
2021-12-06,10126,8389739
2021-12-07,10307,8400046
2021-12-08,9794,8409840
2021-12-09,8997,8418837
2021-12-10,7886,8426723
2021-12-11,6375,8433098
2021-12-12,6493,8439591
2021-12-13,8667,8448258
2021-12-14,8907,8457165
2021-12-15,8265,8465430
2021-12-16,7607,8473037
2021-12-17,6735,8479772
2021-12-18,5489,8485261
2021-12-19,5695,8490956
2021-12-20,7213,8498169
2021-12-21,7551,8505720
2021-12-22,7100,8512820
2021-12-23,6386,8519206
2021-12-24,4937,8524143
2021-12-25,3947,8528090
2021-12-26,4823,8532913
2021-12-27,6412,8539325
2021-12-28,6631,8545956
2021-12-29,6282,8552238
2021-12-30,5926,8558164
2021-12-31,3953,8562117
2022-01-01,3478,8565595
2022-01-02,4971,8570566
2022-01-03,6676,8577242
2022-01-04,7336,8584578
2022-01-05,7499,8592077
2022-01-06,7399,8599476
2022-01-07,7002,8606478
2022-01-08,6040,8612518
2022-01-09,5813,8618331
2022-01-10,8899,8627230
2022-01-11,8213,8635443
2022-01-12,8168,8643611
2022-01-13,8238,8651849
2022-01-14,6637,8658486
2022-01-15,5546,8664032
2022-01-16,5784,8669816
2022-01-17,7948,8677764
2022-01-18,8716,8686480
2022-01-19,8679,8695159
2022-01-20,8596,8703755
2022-01-21,7617,8711372
2022-01-22,6289,8717661
2022-01-23,6721,8724382
2022-01-24,9190,8733572
2022-01-25,9073,8742645
2022-01-26,8228,8750873
2022-01-27,8795,8759668
2022-01-28,7678,8767346
2022-01-29,6092,8773438
2022-01-30,5967,8779405
2022-01-31,7957,8787362
2022-02-01,8371,8795733
2022-02-02,8254,8803987
2022-02-03,8329,8812316
2022-02-04,7321,8819637
2022-02-05,5917,8825554
2022-02-06,6012,8831566
2022-02-07,8995,8840561
2022-02-08,9470,8850031
2022-02-09,9260,8859291
2022-02-10,9387,8868678
2022-02-11,7885,8876563
2022-02-12,6633,8883196
2022-02-13,6357,8889553
2022-02-14,9034,8898587
2022-02-15,9498,8908085
2022-02-16,10012,8918097
